"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
1189,"60","RL",68,8935,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",831,"GasA","Ex","Y","SBrkr",831,0,1660,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,493,"TA","TA","Y",144,68,0,0,0,"No Fence",0,2009,"WD","Normal",195000,0,"0",1,"4","Q3",7,7,1,0,0.997593261131167,0.500602409638554,1,0.111111111111111,0.906994963626189,188831.227812513
1190,"60","RL",60,7500,"Missing","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",994,"GasA","Gd","Y","SBrkr",1028,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,442,"TA","TA","Y",140,60,0,0,0,"No Fence",0,2010,"WD","Normal",189000,0,"0",1,"4","Q2",11,11,1,0,0.754863813229572,0.569844789356984,1,0,0.862933333333333,192418.681674401
1192,"160","FV",24,2645,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Twnhs",8,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",776,"GasA","Ex","Y","SBrkr",764,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",2,492,"TA","TA","Y",206,0,0,0,0,"No Fence",0,2007,"WD","Normal",174000,0,"0",1,"4","Q4",8,7,1,0,0.886125654450262,0.530187369882026,1,0.111111111111111,0.711153119092628,175562.412775422
1193,"50","RM",60,9600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",5,8,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",702,"GasA","Gd","Y","SBrkr",842,0,1472,0,0,1,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Detchd","Unf",1,250,"TA","Fa","P",0,0,84,0,0,"GdWo",0,2007,"WD","Normal",125000,0,"0",1,"4","Q3",82,13,1,0,0.748218527315915,0.572010869565217,1,0,0.912291666666667,128394.107132465
1195,"60","RL",80,9364,"Missing","Reg","Lvl","Corner","Gtl","Sawyer","Norm","1Fam",6,7,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ",371,"Unf",663,"GasA","TA","Y","SBrkr",663,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,"No Fireplace","Attchd","Fin",1,299,"TA","TA","Y",379,36,0,0,0,"MnPrv",0,2010,"WD","Normal",158000,0,"0",1,"2","Q1",41,41,1,2,1.03921568627451,0.490384615384615,0.440422322775264,0,0.929196924391286,147960.289496778
1196,"60","RL",51,8029,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",728,"GasA","Ex","Y","SBrkr",728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,"No Fireplace","Attchd","Fin",2,400,"TA","TA","Y",100,24,0,0,0,"No Fence",0,2008,"WD","Normal",176000,0,"0",1,"4","Q3",3,3,1,0,1,0.5,1,0.111111111111111,0.909328683522232,166342.932068152
1197,"60","RL",58,14054,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",879,"GasA","Ex","Y","SBrkr",879,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn","Fin",3,660,"TA","TA","Y",100,17,0,0,0,"No Fence",0,2006,"New","Partial",219210,0,"0",1,"4","Q4",0,0,1,0,1.11945392491468,0.471819645732689,1,0.111111111111111,0.93745552867511,225974.756445609
1198,"75","RM",65,8850,"Missing","IR1","Bnk","Corner","Gtl","OldTown","Norm","1Fam",7,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",815,"GasA","Ex","Y","SBrkr",815,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,225,"TA","TA","Y",0,0,330,0,0,"No Fence",0,2006,"ConLw","Normal",144000,0,"0",1,"1","Q3",90,56,1,0,1.07361963190184,0.482248520710059,1,0.111111111111111,0.907909604519774,141102.735372731
1199,"20","RL",70,9100,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1212,"GasA","Ex","Y","SBrkr",1212,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,573,"TA","TA","Y",356,0,0,0,0,"No Fence",0,2009,"WD","Normal",178000,0,"0",1,"4","Q2",8,8,1,0,0,1,1,0.111111111111111,0.866813186813187,177519.608783345
1200,"20","RL",75,11235,"Missing","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",4,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",547,"Unf",1051,"GasA","Gd","Y","SBrkr",1382,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","Unf",2,459,"TA","TA","Y",0,82,0,0,0,"No Fence",0,2006,"WD","Normal",148000,0,"0",1,"3","Q4",43,27,1,2,0,1,0.479543292102759,0,0.876991544281264,138245.701484743
1201,"20","RL",71,9353,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",864,"GasA","Gd","Y","SBrkr",864,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,280,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"Oth","Abnorml",116050,0,"1",1,"2","Q3",36,36,1,0,0,1,1,0,0.907623222495456,99474.5013312542
1203,"50","RM",50,6000,"Missing","Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam",5,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",884,"GasA","Ex","Y","SBrkr",884,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd","Unf",1,216,"TA","TA","N",0,0,208,0,0,"No Fence",0,2009,"WD","Normal",117000,0,"0",1,"4","Q2",84,12,1,0,0.524886877828054,0.655786350148368,1,0.111111111111111,0.852666666666667,137374.506447544
1204,"20","RL",75,9750,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1630,"GasA","Ex","Y","SBrkr",1630,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,451,"TA","TA","Y",74,234,0,0,0,"No Fence",0,2009,"WD","Normal",213000,0,"0",1,"4","Q4",9,8,1,0,0,1,1,0.111111111111111,0.832820512820513,201402.424541156
1205,"20","RL",78,10140,"Missing","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",1056,"GasA","Ex","Y","SBrkr",1074,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","RFn",2,495,"TA","TA","Y",0,88,0,0,0,"MnPrv",0,2006,"WD","Normal",153500,0,"0",1,"3","Q3",31,31,1,2,0,1,0.253787878787879,0.111111111111111,0.894082840236686,145452.294468873
1206,"20","RL",90,14684,"Missing","IR1","Lvl","CulDSac","Gtl","SawyerW","Norm","1Fam",7,7,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",485,"BLQ",2158,"GasA","Gd","Y","SBrkr",2196,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,701,"TA","TA","Y",84,70,0,0,0,"No Fence",0,2009,"WD","Normal",271900,0,"0",1,"4","Q2",19,18,1,2,0,1,0.693234476367007,0,0.850449468809589,267455.415286113
1208,"20","RL",70,9135,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",340,"Unf",1682,"GasA","Ex","Y","SBrkr",1700,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,544,"TA","TA","Y",192,23,0,0,0,"No Fence",0,2006,"WD","Normal",200000,0,"0",1,"4","Q2",3,3,1,2,0,1,0.797859690844233,0.111111111111111,0.813902572523262,208482.063384397
1209,"20","RL",70,7763,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",504,"BLQ",931,"GasA","TA","Y","SBrkr",1283,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,506,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2008,"WD","Normal",140000,0,"0",1,"3","Q4",46,28,1,2,0,1,0.342642320085929,0,0.834728841942548,143196.006870429
1210,"20","RL",85,10182,"Missing","IR1","Lvl","CulDSac","Gtl","Somerst","RRNn","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",1660,"GasA","Ex","Y","SBrkr",1660,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,500,"TA","TA","Y",322,50,0,0,0,"No Fence",0,2006,"New","Partial",290000,0,"0",1,"4","Q2",0,0,1,2,0,1,0.265060240963855,0.222222222222222,0.836967197014339,282548.235966154
1213,"30","RL",50,9340,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",4,6,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",672,"GasA","TA","Y","SBrkr",672,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","Attchd","Unf",1,234,"TA","TA","N",0,113,0,0,0,"No Fence",0,2009,"WD","Normal",113000,0,"0",1,"1","Q3",68,59,1,2,0,1,0.488095238095238,0,0.928051391862955,85542.8772505519
1214,"80","RL",69,10246,"Missing","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam",4,9,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",648,"Unf",648,"GasA","Ex","Y","SBrkr",960,0,960,1,1,0,0,0,1,"TA",3,"Typ",0,"No Fireplace","Attchd","Unf",1,364,"TA","TA","Y",88,0,0,0,0,"No Fence",0,2006,"WD","Normal",145000,0,"0",1,"4","Q2",41,5,1,2,0,1,0,0.111111111111111,0.906304899472965,143300.256922963
1216,"20","RL",99,7094,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",180,"LwQ",894,"GasA","TA","Y","SBrkr",894,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Detchd","RFn",1,384,"TA","TA","Y",0,0,0,0,0,"MnPrv",0,2007,"WD","Normal",125000,0,"0",1,"2","Q2",41,41,1,2,0,1,0.380313199105145,0,0.873978009585565,114009.847420683
1218,"20","FV",72,8640,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",8,5,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",1300,"GasA","Ex","Y","SBrkr",1314,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,552,"TA","TA","Y",135,112,0,0,0,"No Fence",0,2009,"New","Partial",229456,0,"0",1,"4","Q3",0,0,2,2,0,1,0.28,0.111111111111111,0.847916666666667,228301.127832638
1220,"160","RM",21,1680,"Missing","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs",6,5,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",672,"GasA","TA","Y","SBrkr",672,0,1218,0,0,1,1,3,1,"TA",7,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",201,0,0,0,0,"No Fence",0,2006,"WD","Abnorml",91500,0,"0",1,"3","Q2",35,35,2,0,0.8125,0.551724137931034,1,0,0.6,96909.3510633865
1221,"20","RL",66,7800,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",312,"LwQ",912,"GasA","TA","Y","SBrkr",912,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,288,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Abnorml",115000,0,"0",1,"2","Q4",42,42,1,2,0,1,0,0,0.883076923076923,106572.92073033
1222,"20","RL",55,8250,"Missing","Reg","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam",5,5,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",250,"LwQ",952,"GasA","Ex","Y","SBrkr",1211,0,1211,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd","Unf",1,322,"TA","TA","Y",0,63,0,0,0,"No Fence",0,2008,"WD","Normal",134000,0,"0",1,"2","Q3",40,40,1,2,0,1,0.220588235294118,0.111111111111111,0.853212121212121,126612.343393208
1223,"50","RL",78,10496,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",1040,"GasA","Ex","Y","SBrkr",1168,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",1,315,"TA","TA","Y",0,0,0,0,0,"GdWo",0,2007,"WD","Normal",143000,0,"0",1,"1","Q1",58,57,1,2,0.580479452054795,0.632719393282774,0.811538461538462,0.111111111111111,0.888719512195122,160411.880995516
1224,"20","RL",89,10680,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,3,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ",756,"Unf",2136,"GasA","TA","N","FuseA",2136,0,2136,0,0,2,0,4,1,"TA",7,"Mod",0,"No Fireplace","Detchd","Unf",2,528,"TA","TA","Y",0,30,0,0,0,"MnPrv",0,2006,"WD","Normal",137900,0,"0",1,"2","Q4",55,55,1,2,0,1,0.646067415730337,0,0.8,161091.493159157
1226,"80","RL",65,10482,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,8,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ",507,"Unf",588,"GasA","Ex","Y","SBrkr",1138,0,1138,0,1,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","RFn",1,264,"TA","TA","Y",224,0,0,0,0,"MnWw",0,2007,"WD","Normal",145000,0,"0",1,"2","Q2",49,49,1,2,0,1,0.137755102040816,0.111111111111111,0.891432932646442,148534.05611488
1228,"20","RL",72,8872,"Missing","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam",5,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ",595,"Unf",912,"GasA","Ex","Y","SBrkr",912,0,912,1,0,1,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",2,576,"TA","TA","Y",0,240,0,0,0,"No Fence",0,2008,"WD","Normal",147000,0,"0",1,"4","Q4",43,0,1,2,0,1,0.347587719298246,0.111111111111111,0.897204688908927,147313.966172403
1229,"120","RL",65,8769,"Missing","Reg","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE",9,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,"Ex","TA","PConc","Ex","TA","No","GLQ",1540,"Unf",1702,"GasA","Ex","Y","SBrkr",1702,0,1702,1,0,1,1,1,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,1052,"TA","TA","Y",0,72,0,0,224,"No Fence",0,2008,"New","Partial",367294,0,"0",1,"4","Q4",0,0,1,2,0,1,0.0951821386603995,0.444444444444444,0.805907172995781,357547.498619198
1230,"80","RL",70,7910,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,5,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",1075,"GasA","Gd","Y","SBrkr",1507,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"No Fireplace","Basment","Unf",1,404,"TA","TA","Y",0,0,0,0,0,"GdWo",0,2008,"WD","Normal",127000,0,"0",1,"2","Q3",48,48,2,2,0,1,0.38046511627907,0,0.809481668773704,141581.593143372
1231,"90","RL",69,18890,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Feedr","Duplex",5,5,"Shed","CompShg","Plywood","Plywood","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ",498,"Rec",1361,"GasA","Ex","Y","SBrkr",1361,0,2620,0,0,2,2,4,2,"TA",12,"Typ",1,"TA","BuiltIn","RFn",2,600,"TA","TA","N",155,24,145,0,0,"No Fence",8300,2007,"WD","Normal",190000,0,"1",0,"3","Q3",30,30,1,2,0.925055106539309,0.519465648854962,0.479059515062454,0.111111111111111,0.92795129698253,182997.251253239
1232,"90","RL",70,7728,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex",5,6,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",803,"Unf",1106,"GasA","TA","Y","SBrkr",1190,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,540,"TA","TA","Y",0,18,0,0,0,"GdWo",0,2006,"WD","Normal",132500,0,"0",1,"2","Q2",44,44,1,2,0,1,0.273960216998192,0,0.846014492753623,138959.732794619
1233,"90","RL",70,9842,"Missing","Reg","Lvl","FR2","Gtl","NAmes","Norm","Duplex",4,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","SBrkr",1224,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,"No Fireplace","CarPort","Unf",2,462,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2007,"WD","Normal",101800,0,"0",1,"2","Q1",45,45,1,-1,0,1,-1,0,0.87563503352977,98398.727106469
1234,"20","RL",69,12160,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,5,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",1188,"GasA","Fa","Y","SBrkr",1188,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","RFn",2,531,"TA","TA","Y",0,0,0,0,0,"MnPrv",0,2010,"COD","Abnorml",142000,0,"0",1,"2","Q2",51,51,1,2,0,1,0.158249158249158,0,0.902302631578947,133101.843622777
1235,"70","RH",55,8525,"Missing","Reg","Bnk","Inside","Gtl","SWISU","Norm","1Fam",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",940,"GasA","TA","N","FuseA",1024,0,1964,0,0,1,1,4,1,"TA",7,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,192,0,0,0,"No Fence",0,2008,"WD","Abnorml",130000,0,"0",1,"1","Q4",97,58,1,0,0.91796875,0.521384928716904,1,0,0.879882697947214,121763.559963376
1236,"70","RL",96,13132,"Missing","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",747,"GasA","Gd","Y","FuseF",892,0,1784,0,0,1,1,4,1,"TA",9,"Typ",0,"No Fireplace","Detchd","Unf",1,180,"Fa","Fa","N",203,40,0,0,0,"No Fence",0,2006,"WD","Normal",138887,0,"0",1,"1","Q3",92,56,1,0,1,0.5,1,0,0.93207432226622,142437.268032588
1237,"160","RL",36,2628,"Missing","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs",7,5,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",764,"GasA","Ex","Y","SBrkr",764,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"No Fireplace","BuiltIn","RFn",2,474,"TA","TA","Y",0,27,0,0,0,"No Fence",0,2010,"WD","Normal",175500,0,"0",1,"4","Q2",7,7,2,0,1.1282722513089,0.469864698646986,1,0.111111111111111,0.709284627092846,178045.163356875
1238,"60","RL",41,12393,"Missing","IR2","Lvl","FR2","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",847,"GasA","Ex","Y","SBrkr",847,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,434,"TA","TA","Y",100,48,0,0,0,"No Fence",0,2006,"WD","Normal",195000,0,"0",1,"4","Q3",2,1,1,0,1.29988193624557,0.434804928131417,1,0.111111111111111,0.931654966513354,211040.919544595
1240,"20","RL",64,9037,"Missing","IR1","HLS","Inside","Gtl","Timber","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",1476,"GasA","Ex","Y","SBrkr",1484,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","RFn",2,472,"TA","TA","Y",120,33,0,0,0,"No Fence",0,2007,"WD","Normal",265900,0,"0",1,"4","Q4",1,1,1,2,0,1,0.710027100271003,0.222222222222222,0.835786212238575,234622.153918946
1241,"60","RL",65,8158,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",884,"GasA","Ex","Y","SBrkr",884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"No Fireplace","Attchd","RFn",2,543,"TA","TA","Y",0,63,0,0,0,"No Fence",0,2008,"WD","Normal",224900,0,"0",1,"4","Q3",5,5,1,2,1,0.5,0.377828054298643,0.111111111111111,0.891640107869576,206723.857825328
1242,"20","RL",83,9849,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",7,6,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1689,"GasA","Ex","Y","SBrkr",1689,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",3,954,"TA","TA","Y",0,56,0,0,0,"No Fence",0,2007,"New","Partial",248328,0,"0",1,"4","Q2",0,0,1,0,0,1,1,0.111111111111111,0.828510508681084,238238.212804301
1243,"85","RL",85,10625,"Missing","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",7,6,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",885,"LwQ",1053,"GasA","TA","Y","SBrkr",1173,0,1173,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd","RFn",2,528,"TA","TA","Y",0,120,0,0,0,"MnPrv",0,2010,"WD","Family",170000,0,"0",1,"3","Q1",36,36,1,2,0,1,0,0,0.8896,178735.831955108
1244,"20","RL",107,13891,"Missing","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam",10,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Ex","TA","PConc","Ex","Gd","Gd","GLQ",1386,"Unf",2076,"GasA","Ex","Y","SBrkr",2076,0,2076,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,850,"TA","TA","Y",216,229,0,0,0,"No Fence",0,2006,"New","Partial",465000,0,"0",1,"4","Q3",0,0,1,2,0,1,0.332369942196532,0.444444444444444,0.850550716291124,428314.738377606
1246,"80","RL",78,12090,"Missing","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",6,7,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",585,"GasA","Ex","Y","SBrkr",1140,0,1868,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,477,"TA","TA","Y",268,112,0,0,147,"No Fence",0,2007,"WD","Abnorml",178000,0,"0",1,"4","Q1",23,4,1,0,0.63859649122807,0.610278372591006,1,0.111111111111111,0.905707196029777,193238.339420586
1247,"60","FV",65,8125,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",756,"GasA","Ex","Y","SBrkr",756,0,1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,615,"TA","TA","Y",0,45,0,0,0,"No Fence",0,2006,"New","Partial",186500,0,"0",1,"4","Q1",1,0,1,0,1.0542328042328,0.486799742433999,1,0.111111111111111,0.906953846153846,199065.647520553
